Alma,, 7,, 9,, 10,, "But behold, the Spirit hath said this much unto me, saying: Cry unto this people, saying—Repent ye, and prepare the way of the Lord, and walk in his paths, which are straight; for behold, the kingdom of heaven is at hand, and the Son of God cometh upon the face of the earth.And behold, he shall be born of Mary, at Jerusalem which is the land of our forefathers, she being a virgin, a precious and chosen vessel, who shall be overshadowed and conceive by the power of the Holy Ghost, and bring forth a son, yea, even the Son of God."
3rd Nephi,, 9,, 22,, "Therefore, whoso repenteth and cometh unto me as a little child, him will I receive, for of such is the kingdom of God. Behold, for such I have laid down my life, and have taken it up again; therefore repent, and come unto me ye ends of the earth, and be saved."
Moroni,, 6,, 8,, "But as oft as they repented and sought forgiveness, with real intent, they were forgiven."
D&C,, 18,, 13,, 14,, "And how great is his joy in the soul that repenteth! Wherefore, you are called to cry repentance unto this people."
